# From the Bright Star Catalogue, 5th Revised Ed.,
# available online through VizieR.

# Only the first three columns (Dec, RA, Mag) are used by Xplanet.

#    Dec      RA   Mag         Name  BSN     HD    SAO
 46.7414 20.2272  3.79 " 31    Cyg" 7735 192577  49337
 51.7297 19.4951  3.79 " 10Iot2Cyg" 7420 184006  31702
 10.5375 15.5800  3.80 " 13Del Ser" 5788 138917 101623
 10.5392 15.5800  3.80 " 13Del Ser" 5789 138918 101624
 19.8406 10.3329  3.80 " 41Gam2Leo" 4058  89485  81299
 44.8572  3.1583  3.80 " 27Kap Per"  941  19476  38609
 46.0064 17.6578  3.80 " 85Iot Her" 6588 160762  46872
 59.0386  9.8498  3.80 " 29Ups UMa" 3888  84999  27401
 -2.6000  5.6458  3.81 " 48Sig Ori" 1931  37468 132406
-16.8364 10.4348  3.81 " 42Mu  Hya" 4094  90432 155980
-20.8792  5.8554  3.81 " 15Del Lep" 2035  39364 170926
  1.9839 16.5152  3.82 " 10Lam Oph" 6149 148857 121658
 18.5342 19.7898  3.82 "  7Del Sge" 7536 187076 105259
 36.8025  9.3141  3.82 " 38    Lyn" 3690  80081  61391
 46.4581 23.6261  3.82 " 16Lam And" 8961 222107  53204
-30.5622  4.5925  3.82 " 52Ups2Eri" 1464  29291 195148
-58.7394 10.4646  3.82 "          " 4114  90853 238085
 28.7625 18.1257  3.83 "103Omi Her" 6779 166014  85750
 32.2883  3.7386  3.83 " 38Omi Per" 1131  23180  56673
 34.2150 10.8885  3.83 " 46    LMi" 4247  94264  62297
 70.2678 19.8029  3.83 " 63Eps Dra" 7582 188119   9540
-42.1008 13.9712  3.83 "   Phi Cen" 5248 121743 224577
-79.0447 14.7977  3.83 "   Alp Aps" 5470 129078 257193
 -1.3872 22.3609  3.84 " 48Gam Aqr" 8518 212061 146044
 15.9622  4.4763  3.84 " 77The1Tau" 1411  28307  93955
 21.7697 18.3950  3.84 "109    Her" 6895 169414  86003
 26.2956 15.7124  3.84 "  8Gam CrB" 5849 140436  83958
 69.3311 11.5234  3.84 "  1Lam Dra" 4434 100029  15532
-46.6489  8.6771  3.84 "          " 3445  74180 220265
-48.2258 10.6217  3.84 "          " 4167  92139 222199
-60.6447  8.9174  3.84 "          " 3571  76728 250374
  9.3067 10.5469  3.85 " 47Rho Leo" 4133  91316 118355
 -8.2442 18.5868  3.85 "   Alp Sct" 6973 171443 142408
 15.6617 15.9409  3.85 " 41Gam Ser" 5933 142860 101826
-26.7728  7.2469  3.85 " 28Ome CMa" 2749  56139 173282
-33.4364  6.3686  3.85 "   Del Col" 2296  44762 196735
-42.1219 10.2456  3.85 "          " 4023  88955 221895
-51.0664  5.7881  3.85 "   Bet Pic" 2020  39060 234134
-63.6856 16.2573  3.85 "   Del TrA" 6030 145544 253474
-64.8069  3.7367  3.85 "   Bet Ret" 1175  23817 248877
 37.2506 17.9376  3.86 " 91The Her" 6695 163770  66485
-21.0589 18.2294  3.86 " 13Mu  Sgr" 6812 166937 186497
-42.2944  4.2334  3.86 "   Alp Hor" 1326  26967 216710
-48.5411 12.6284  3.86 "   Tau Cen" 4802 109787 223560
 24.3678  3.7638  3.87 " 20    Tau" 1149  23408  76155
 38.4994  0.9459  3.87 " 37Mu  And"  269   5448  54281
 69.7883 12.5581  3.87 "  5Kap Dra" 4787 109387   7593
-14.3039  4.6363  3.87 " 53    Eri" 1481  29503 149781
-24.1839  6.9022  3.87 " 16Omi1CMa" 2580  50877 172542
-28.9869  3.2012  3.87 "   Alp For"  963  20010 168373
-35.4706  5.5202  3.87 "   Eps Col" 1862  36597 195924
-44.8036 13.9780  3.87 "   Ups1Cen" 5249 121790 224585
-48.7378 15.1989  3.87 "   Kap1Lup" 5646 134481 225525
-72.1331 12.5411  3.87 "   Gam Mus" 4773 109026 256955
  2.3142  9.2394  3.88 " 22The Hya" 3665  79469 117527
 -5.6583 14.7177  3.88 "107Mu  Vir" 5487 129502 140090
 26.0069  9.8794  3.88 " 24Mu  Leo" 3905  85503  81064
-29.2142 15.9481  3.88 "  5Rho Sco" 5928 142669 183957
-39.4075 13.5174  3.88 "          " 5089 117440 204545
-45.7475  0.1569  3.88 "   Eps Phe"   25    496 214983
 -0.6669 12.3318  3.89 " 15Eta Vir" 4689 107259 138721
 -8.8981  2.9405  3.89 "  3Eta Eri"  874  18322 130197
 35.0833 19.9384  3.89 " 21Eta Cyg" 7615 188947  69116
 46.3133 16.3290  3.89 " 22Tau Her" 6092 147394  46028
-54.4911 11.3501  3.89 "   Pi  Cen" 4390  98718 238986
-78.8972 16.5575  3.89 "   Gam Aps" 6102 147675 257407
  1.0056 19.8746  3.90 " 55Eta Aql" 7570 187929 125159
 -3.9064  8.4277  3.90 "          " 3314  71155 135896
-45.2467 23.1727  3.90 "   Iot Gru" 8820 218670 231468
  5.9892  4.0526  3.91 " 38Nu  Tau" 1251  25490 111579
 -1.1428  9.6643  3.91 " 35Iot Hya" 3845  83618 137035
-14.7894 15.5921  3.91 " 38Gam Lib" 5787 138905 159370
-46.0417  8.7671  3.91 "          " 3487  75063 220422
-50.2306 12.4673  3.91 "   Sig Cen" 4743 108483 223454
-58.9750 11.1432  3.91 "          " 4337  96918 238813
  5.2478 21.2637  3.92 "  8Alp Equ" 8131 202447 126662
 30.9264 17.0048  3.92 " 58Eps Her" 6324 153808  65716
-55.2458  1.1398  3.92 "   Zet Phe"  338   6882 232306
 -3.3525  4.6053  3.93 " 48Nu  Eri" 1463  29248 131346
 -9.5511  7.6874  3.93 " 26Alp Mon" 2970  61935 134986
-17.8472 19.3612  3.93 " 44Rho1Sgr" 7340 181577 162512
 10.5292 11.3987  3.94 " 78Iot Leo" 4399  99028  99587
 18.1542  8.7447  3.94 " 47Del Cnc" 3461  74442  98087
 41.1672 20.9529  3.94 " 58Nu  Cyg" 8028 199629  50274
-43.6800  0.4367  3.94 "   Kap Phe"  100   2262 215092
 23.5656 22.7755  3.95 " 47Lam Peg" 8667 215665  90775
 52.7625  2.9043  3.95 " 18Tau Per"  854  17878  23685
 54.9217 13.3990  3.95 " 79Zet UMa" 5055 116657  28738
-19.2558  6.6114  3.95 "  7Nu 2CMa" 2429  47205 151702
-33.6272 15.8493  3.95 "  5Chi Lup" 5883 141556 207040
-49.0728  1.5209  3.95 "   Del Phe"  440   9362 215536
-72.6061  7.6970  3.95 "   Zet Vol" 3024  63295 256438
-20.6692 16.1134  3.96 "  9Ome1Sco" 5993 144470 184123
-28.9547  7.7301  3.96 "  3    Pup" 2996  62623 174400
-32.5086  6.8307  3.96 " 13Kap CMa" 2538  50013 197258
-34.0169  4.4006  3.96 " 43    Eri" 1393  28028 194984
-42.8153  5.9858  3.96 "   Eta Col" 2120  40808 217650
-52.3686 12.1942  3.96 "   Rho Cen" 4638 105937 239737
-72.9106 20.0099  3.96 "   Eps Pav" 7590 188228 257757
  2.9317 18.0108  3.97 " 67    Oph" 6714 164353 123013
 39.1486  5.8582  3.97 " 32Nu  Aur" 2012  39003  58502
 41.7828  9.0107  3.97 "          " 3579  76943  42642
-20.1006 23.3828  3.97 " 98    Aqr" 8892 220321 191858
-35.3083  8.6684  3.97 "   Bet Pyx" 3438  74006 199490
-40.6161 19.3981  3.97 "   Alp Sgr" 7348 181869 229659
-43.4956 22.4878  3.97 "   Del1Gru" 8556 213009 231154
-62.3172  9.1879  3.97 "          " 3663  79447 250471
 -6.2747  6.2476  3.98 "  5Gam Mon" 2227  43232 133012
 47.7144 20.2579  3.98 " 32    Cyg" 7751 192909  49385
 72.4214  2.0572  3.98 " 50    Cas"  580  12216   4560
-67.9572  7.2805  3.98 "   Del Vol" 2803  57623 249809
-58.2358 23.2905  3.99 "   Gam Tuc" 8848 219571 247814
-21.0778  2.0001  4.00 " 59Ups Cet"  585  12274 167471
-37.7936 14.6993  4.00 "          " 5471 129116 205839
-49.8903  2.8980  4.00 "          "  868  18242      0
-66.3961  9.0408  4.00 "   Alp Vol" 3615  78045 250422
-74.0317 10.4066  4.00 "          " 4102  90589 256710
  6.8633 23.9885  4.01 " 28Ome Psc" 9072 224617 128513
 30.3686 20.4899  4.01 " 41    Cyg" 7834 195295  70095
 33.8472  2.2886  4.01 "  9Gam Tri"  664  14055  55427
 54.9881 13.4204  4.01 " 80    UMa" 5062 116842  28751
 58.5653 16.0315  4.01 " 13The Dra" 5986 144284  29765
-13.5925 22.8265  4.01 " 71Tau2Aqr" 8679 216032 165321
-19.4606 16.1999  4.01 " 14Nu  Sco" 6027 145502 159764
-27.7100  8.8422  4.01 "   Gam Pyx" 3518  75691 176559
-44.4589 19.3773  4.01 "   Bet1Sgr" 7337 181454 229646
-71.4281 18.7172  4.01 "   Zet Pav" 6982 171759 257620
 -0.1175 22.5893  4.02 " 62Eta Aqr" 8597 213998 146181
 -3.2547  4.7584  4.02 " 57Mu  Eri" 1520  30211 131468
 -5.7389 19.0280  4.02 " 12    Aql" 7193 176678 142931
 15.0683 18.9937  4.02 " 13Eps Aql" 7176 176411 104318
 28.7600  8.7783  4.02 " 48Iot Cnc" 3475  74739  80416
 45.5919 21.5664  4.02 " 73Rho Cyg" 8252 205435  51035
-24.7289 12.1402  4.02 "  1Alp Crv" 4623 105452 180505
-50.1556 16.3307  4.02 "   Gam2Nor" 6072 146686 243643
  2.4994 18.0909  4.03 " 70    Oph" 6752 165341 123107
  6.5294 11.7643  4.03 "  3Nu  Vir" 4517 102212 119035
 11.3033 20.5536  4.03 "  2Eps Del" 7852 195810 106230
 60.4422  5.0570  4.03 " 10Bet Cam" 1603  31910  13351
-57.1778 12.9099  4.03 "   Mu 1Cru" 4898 112092 240366
 -6.8375  4.1978  4.04 " 38Omi1Eri" 1298  26574 131019
 35.7911  3.9828  4.04 " 46Xi  Per" 1228  24912  56856
 43.9461 18.9223  4.04 " 13    Lyr" 7157 175865  47919
 47.7125  4.1444  4.04 " 48    Per" 1273  25940  39336
-64.0031 12.3073  4.04 "   Zet Cru" 4679 106983 251841
  6.0294 11.3523  4.05 " 77Sig Leo" 4386  98664 118804
 49.6133  3.1511  4.05 "   Iot Per"  937  19373  38597
 51.8508 14.4199  4.05 " 23The Boo" 5404 126660  29137
-35.1736 14.7276  4.05 "          " 5485 129456 205871
-37.8853 14.3426  4.05 "   Psi Cen" 5367 125473 205453
-45.2797 15.1474  4.05 "   Lam Lup" 5626 133955 225483
-49.4258 14.6314  4.05 "   Rho Lup" 5453 128345 225071
 24.2672  0.7890  4.06 " 34Zet And"  215   4502  74267
 26.8958  7.5987  4.06 " 69Ups Gem" 2905  60522  79533
-53.1606 16.9931  4.06 "   Eps1Ara" 6295 152980 244331
  0.3286  2.6581  4.07 " 82Del Cet"  779  16582 110665
 13.5144  4.9395  4.07 "  9Omi2Ori" 1580  31421  94218
 15.7978 13.8246  4.07 "  5Ups Boo" 5200 120477 100725
 50.6886  1.7277  4.07 "   Phi Per"  496  10516  22554
-12.0386  6.9032  4.07 " 14The CMa" 2574  50778 152071
-17.2328 21.0991  4.07 " 23The Cap" 8075 200761 164132
-42.6492  8.7400  4.07 "          " 3477  74772 220371
-58.8011 15.2919  4.07 "   Bet Cir" 5670 135379 242384
-76.9197  8.3088  4.07 "   Alp Cha" 3318  71243 256496
 -6.0006 14.2669  4.08 " 99Iot Vir" 5338 124850 139824
 19.8044 21.3681  4.08 "  1    Peg" 8173 203504 107073
 58.7800 21.7251  4.08 "   Mu  Cep" 8316 206936  33693
-17.6839 11.4147  4.08 " 15Gam Crt" 4405  99211 156661
-18.2989 10.9962  4.08 "  7Alp Crt" 4287  95272 156375
-59.2294  9.5741  4.08 "          " 3825  83183 237117
  9.2906  5.6151  4.09 " 40Phi2Ori" 1907  37160 112958
 18.1417 15.8123  4.09 " 35Kap Ser" 5879 141477 101752
 41.4056  1.6133  4.09 " 50Ups And"  458   9826  37362
-23.6244  3.0399  4.09 " 11Tau3Eri"  919  18978 168249
-68.6594  2.3625  4.09 "   Del Hyi"  705  15008 248545
 12.9367  3.5146  4.11 "  5    Tau" 1066  21754  93469
-26.9192 20.8637  4.11 " 18Ome Cap" 7980 198542 189781
-37.9044 19.1579  4.11 "   Alp CrA" 7254 178253 210990
-39.3408 19.1671  4.11 "   Bet CrA" 7259 178345 211005
-39.8556  2.6778  4.11 "   Iot Eri"  794  16815 215999
-43.7494 22.4960  4.11 "   Del2Gru" 8560 213080 231161
-46.3733  7.8206  4.11 "          " 3055  63922 219035
-61.1783 11.7752  4.11 "          " 4522 102350 251579
-66.3169 15.6120  4.11 "   Eps TrA" 5771 138538 253226
-67.9608 12.2928  4.11 "   Eps Mus" 4671 106849 251830
-68.2669  2.6598  4.11 "   Eps Hyi"  806  16978 248621
-78.6078 10.5911  4.11 "   Gam Cha" 4174  92305 256731
  8.7331 12.0868  4.12 "  9Omi Vir" 4608 104979 119213
  9.6475  6.0397  4.12 " 61Mu  Ori" 2124  40932 113389
 49.2283  2.7367  4.12 " 13The Per"  799  16895  38288
-14.8467  9.8580  4.12 " 39Ups1Hya" 3903  85444 155542
-15.6333  7.0626  4.12 " 23Gam CMa" 2657  53244 152303
-52.7542 23.0147  4.12 "   Zet Gru" 8747 217364 247680
  5.6264 23.6658  4.13 " 17Iot Psc" 8969 222368 128310
 25.6450 21.7441  4.13 " 10Kap Peg" 8315 206901  89949
 37.7489 22.2662  4.13 "  1    Lac" 8498 211388  72191
-41.8683 19.9210  4.13 "   Iot Sgr" 7581 188114 229927
-49.0708 18.4805  4.13 "   Zet Tel" 6905 169767 229047
 -7.8081  5.3991  4.14 " 29    Ori" 1784  35369 132067
 31.3592 15.5488  4.14 "  4The CrB" 5778 138749  64769
 44.3339 23.6735  4.14 " 19Kap And" 8976 222439  53264
 48.4094  4.2483  4.14 " 51Mu  Per" 1303  26630  39404
-25.2708 20.7682  4.14 " 16Psi Cap" 7936 197692 189664
-42.9892  8.6274  4.14 "          " 3426  73634 220204
 -0.4928  7.1978  4.15 " 22Del Mon" 2714  55185 134330
 20.2122  6.4827  4.15 " 18Nu  Gem" 2343  45542  78423
 26.8778 15.9598  4.15 " 13Eps CrB" 5947 143107  84098
-16.7294 15.8971  4.15 " 46The Lib" 5908 142198 159563
-64.6136 12.1147  4.15 "   Eta Cru" 4616 105211 251742
-81.3817 22.7676  4.15 "   Bet Oct" 8630 214846 258941
  5.7036  8.6276  4.16 "  4Del Hya" 3410  73262 116965
 -7.7833 22.2806  4.16 " 43The Aqr" 8499 211391 145991
 23.2633  6.0687  4.16 "  1    Gem" 2134  41116  77915
 62.9317  0.5500  4.16 " 15Kap Cas"  130   2905  11256
-35.2556 16.6063  4.16 "          " 6166 149447 207814
-24.1753 17.4395  4.17 " 44    Oph" 6486 157792 185401
-27.0436 22.6776  4.17 " 18Eps PsA" 8628 214748 191318
-36.2003  3.8242  4.17 "          " 1195  24160 194559
 23.9483  3.7721  4.18 " 23    Tau" 1156  23480  76172
 31.7844  7.4852  4.18 " 62Rho Gem" 2852  58946  60118
 46.0883 14.2731  4.18 " 19Lam Boo" 5351 125162  44965
 12.1728 22.7782  4.19 " 46Xi  Peg" 8665 215648 108165
 20.5464 18.7610  4.19 "110    Her" 7061 173667  86406
 57.0436 22.2506  4.19 " 23Eps Cep" 8494 211336  34227
-10.2736 14.2149  4.19 " 98Kap Vir" 5315 124294 158427
-34.4508 13.8241  4.19 "  2    Cen" 5192 120323 204875
  5.9481  5.5131  4.20 " 32    Ori" 1839  36267 112849
 42.4369 16.5684  4.20 " 35Sig Her" 6168 149630  46161
-22.8800  7.9476  4.20 " 11    Pup" 3102  65228 174852
 -1.9428  5.6793  4.21 " 50Zet Ori" 1949  37743      0
 -9.0878 23.2649  4.21 " 91Psi1Aqr" 8841 219449 146598
 36.7072 10.4647  4.21 " 31Bet LMi" 4100  90537  62053
 59.9403  3.4845  4.21 "          " 1035  21291  24054
-32.5397 22.9325  4.21 " 23Del PsA" 8720 216763 214189
 -4.7478 18.7863  4.22 "   Bet Sct" 7063 173764 142618
 -6.0489 23.2387  4.22 " 90Phi Aqr" 8834 219215 146585
 22.2939  4.4228  4.22 " 65Kap1Tau" 1387  27934  76601
 30.7197 20.7610  4.22 " 52    Cyg" 7942 197912  70467
 62.9942 20.4930  4.22 "  2The Cep" 7850 195725  18897
 71.3378 18.3460  4.22 " 43Phi Dra" 6920 170000   9084
-62.1875 18.8703  4.22 "   Lam Pav" 7074 173948 254393
-65.3661 21.4407  4.22 "   Gam Pav" 8181 203608 254999
 32.9142 19.8427  4.23 "   Chi Cyg" 7564 187796  68943
 38.3186  2.8431  4.23 " 16    Per"  840  17584  55928
 39.3947 21.2903  4.23 " 67Sig Cyg" 8143 202850  71165
 48.1928  3.6082  4.23 " 37Psi Per" 1087  22192  38980
 49.3094 21.7799  4.23 " 81Pi 2Cyg" 8335 207330  51293
 82.0372 16.7661  4.23 " 22Eps UMi" 6322 153751   2770
-23.2497  3.7808  4.23 " 27Tau6Eri" 1173  23754 168827
-33.0439 13.7614  4.23 "  1    Cen" 5168 119756 204812
-34.7044 16.5230  4.23 "          " 6143 148703 207732
-36.8022 16.1099  4.23 "   The Lup" 5987 144294 207332
-64.8747  0.3345  4.23 "   Zet Tuc"   77   1581 248163
-12.5083 20.2941  4.24 "  5Alp1Cap" 7747 192876 163422
-48.1031  7.8884  4.24 "          " 3090  64760 219111
-77.5175 16.7179  4.24 "   Bet Aps" 6163 149324 257424
 10.1608  4.5942  4.25 " 88    Tau" 1458  29140  94026
 11.8578  8.9748  4.25 " 65Alp Cnc" 3572  76756  98267
 41.2647  4.6115  4.25 " 58    Per" 1454  29094  39639
 43.1881  8.3806  4.25 " 31    Lyn" 3275  70272  42319
 47.2419  1.1584  4.25 " 42Phi And"  335   6811  36972
 75.6961 14.4587  4.25 "  5    UMi" 5430 127700   8024
 86.2569  1.1458  4.25 "          "  285   5848    181
-13.8586  2.7354  4.25 " 89Pi  Cet"  811  17081 148575
-31.0678 10.4525  4.25 "   Alp Ant" 4104  90610 201405
-47.7039  2.4498  4.25 "   Kap Eri"  721  15371 215906
-51.4867  4.2671  4.25 "   Gam Dor" 1338  27290 233457
  1.5444 14.0274  4.26 " 93Tau Vir" 5264 122408 120238
  9.1578  1.7566  4.26 "110Omi Psc"  510  10761 110110
 27.8781 13.1979  4.26 " 43Bet Com" 4983 114710  82706
 41.3575 12.5624  4.26 "  8Bet CVn" 4785 109358  44230
 44.9350 16.1462  4.26 " 11Phi Her" 6023 145389  45911
 45.9369  5.9989  4.26 " 35Pi  Aur" 2091  40239  40756
-12.8753 17.6902  4.26 " 56Omi Ser" 6581 160613 160747
-79.3122 12.3058  4.26 "   Bet Cha" 4674 106911 256924
 -8.7542  5.1524  4.27 " 69Lam Eri" 1679  33328 131824
 10.1142  2.7490  4.27 " 87Mu  Cet"  813  17094 110723
 12.5108  4.6360  4.27 " 90    Tau" 1473  29388  94044
 16.1242 20.7776  4.27 " 12Gam2Del" 7948 197964 106476
-13.8697 22.1073  4.27 " 33Iot Aqr" 8418 209819 164861
-21.6328  3.5631  4.27 " 19Tau5Eri" 1088  22203 168634
-40.1789 12.8906  4.27 "          " 4889 111968 203907
-43.0697  3.3321  4.27 "          " 1008  20794 216263
-47.3458  8.1581  4.27 "   Gam1Vel" 3206  68243 219501
-47.8750 15.3089  4.27 "   Mu  Lup" 5683 135734 225638
-49.9061 13.1152  4.27 "   Xi 2Cen" 4942 113791 223909
  0.4017  3.6146  4.28 " 10    Tau" 1101  22484 111292
  6.3789 23.4661  4.28 " 10The Psc" 8916 220954 128196
  7.8900  1.0491  4.28 " 71Eps Psc"  294   6186 109627
  8.4600  2.4693  4.28 " 73Xi 2Cet"  718  15318 110543
 22.8136  4.4385  4.28 " 69Ups Tau" 1392  28024  76608
 22.9569  4.7041  4.28 " 94Tau Tau" 1497  29763  76721
 28.8836  7.7219  4.28 " 75Sig Gem" 2973  62044  79638
-16.6128 16.5190  4.28 "  8Phi Oph" 6147 148786 159963
-16.8344 21.3708  4.28 " 32Iot Cap" 8167 203387 164346
-33.9081 11.8818  4.28 "   Bet Hya" 4552 103192 202901
-43.5206 23.1147  4.28 "   The Gru" 8787 218227 231444
-55.6033 10.6551  4.28 "          " 4180  92449 238309
  8.8922  4.2589  4.29 " 49Mu  Tau" 1320  26912 111696
 17.9281  4.4248  4.29 " 68Del3Tau" 1389  27962  93923
 33.1783 22.1664  4.29 " 29Pi 2Peg" 8454 210459  72077
 43.2681 23.6356  4.29 " 17Iot And" 8965 222173  53216
 50.3514  4.1097  4.29 " 47Lam Per" 1261  25642  24412
 61.1208 21.7575  4.29 " 10Nu  Cep" 8334 207260  19624
 64.6278 22.0632  4.29 " 17Xi  Cep" 8417 209790  19827
 66.3428  4.9008  4.29 "  9Alp Cam" 1542  30614  13298
 81.3264  9.6181  4.29 "          " 3751  81817   1551
-13.1767  5.3262  4.29 "  6Lam Lep" 1756  34816 150340
-29.8669 17.4559  4.29 " 45    Oph" 6492 157919 185412
-32.3461 22.5251  4.29 " 17Bet PsA" 8576 213398 213883
-38.6353 17.6091  4.29 "          " 6546 159433 209019
-44.7997 19.3870  4.29 "   Bet2Sgr" 7343 181623 229654
  3.3986  8.7204  4.30 "  7Eta Hya" 3454  74280 117050
 -0.8239 11.6158  4.30 " 91Ups Leo" 4471 100920 138298
 24.4672  3.7535  4.30 " 19    Tau" 1145  23338  76140
 36.8989 18.9084  4.30 " 12Del2Lyr" 7139 175588  67559
 56.5678 20.2233  4.30 " 33    Cyg" 7740 192696  32378
 22.9681  9.5287  4.31 "  4Lam Leo" 3773  82308  80885
 37.3772 15.4082  4.31 " 51Mu 1Boo" 5733 137391  64686
-16.1961 12.5345  4.31 "  8Eta Crv" 4775 109085 157345
-29.3575  0.9768  4.31 "   Alp Scl"  280   5737 166716
  8.9256  7.4694  4.32 "  4Gam CMi" 2854  58972 115478
 -1.1053 20.6390  4.32 " 71    Aql" 7884 196574 144649
 77.7944 15.7343  4.32 " 16Zet UMi" 5903 142105   8328
-13.5478  8.7729  4.32 " 12    Hya" 3484  74918 154622
-19.6717  4.6740  4.32 " 54    Eri" 1496  29755 149818
-20.8686 16.1234  4.32 " 10Ome2Sco" 5997 144608 184135
-43.5756 14.8607  4.32 "   Omi Lup" 5528 130807 225248
-63.7883 11.8281  4.32 "          " 4537 102776 251602
-83.6678 14.4486  4.32 "   Del Oct" 5339 124882 258698
  2.7636  2.0341  4.33 "113Alp Psc"  596  12447 110291
 36.0644 18.3310  4.33 "  1Kap Lyr" 6872 168775  66869
 55.1497  1.1851  4.33 " 33The Cas"  343   6961  22070
-12.8469 17.3471  4.33 " 53Nu  Ser" 6446 156928 160479
-23.4183  6.5309  4.33 "  4Xi 1CMa" 2387  46328 171895
-42.5675 15.6342  4.33 "   Ome Lup" 5797 139127 226004
-48.9433 12.8852  4.33 "          " 4888 111915 223731
-56.3867 14.3388  4.33 "          " 5358 125288 241641
-59.7611  8.6769  4.33 "          " 3457  74375 236181
-63.3128 12.0504  4.33 "   The1Cru" 4599 104671 251705
  4.1403 17.4419  4.34 " 49Sig Oph" 6498 157999 122387
 -2.9839  8.1432  4.34 " 29Zet Mon" 3188  67594 135551
 17.3500 21.7419  4.34 "  9    Peg" 8313 206859 107365
-30.1489 15.2972  4.34 "  2    Lup" 5686 135758 183346
-33.0258 21.7491  4.34 "  9Iot PsA" 8305 206742 213258
-45.6036 14.0287  4.34 "   Ups2Cen" 5260 122223 224621
-57.5414  9.2701  4.34 "          " 3696  80230 236787
 19.7267  3.1938  4.35 " 57Del Ari"  951  19787  93328
 29.4981  6.2563  4.35 " 44Kap Aur" 2219  43039  78143
 58.4225  6.9546  4.35 " 15    Lyn" 2560  50522  26051
-40.3044  2.9712  4.35 "   The2Eri"  898  18623 216114
-45.3794 14.4363  4.35 "   Tau2Lup" 5396 126354 224920
-49.3553  9.6138  4.35 "          " 3836  83446 221344
-63.6683 18.1430  4.35 "   Pi  Pav" 6745 165040 254147
-65.7356  5.7462  4.35 "   Del Dor" 2015  39014 249346
-68.6172  8.1322  4.35 "   Eps Vol" 3223  68520 250128
-77.4844  8.3440  4.35 "   The Cha" 3340  71701 256503
  5.8378  8.8072  4.36 " 13Rho Hya" 3492  75137 117146
  8.9003  4.8435  4.36 "  2Pi 2Ori" 1544  30739 112124
 -1.2864 19.6120  4.36 " 41Iot Aql" 7447 184930 143597
 18.1814 18.7837  4.36 "111    Her" 7069 173880 104093
 20.8144 18.1460  4.36 "102    Her" 6787 166182  85769
 22.0819  4.0782  4.36 " 37    Tau" 1256  25604  76430
 28.2683 12.4490  4.36 " 15Gam Com" 4737 108381  82313
 33.7194  0.6147  4.36 " 29Pi  And"  154   3369  54033
 37.6050 18.7462  4.36 "  6Zet1Lyr" 7056 173648  67321
 38.1336 19.2728  4.36 " 21The Lyr" 7314 180809  68065
 47.7069 22.4922  4.36 "  5    Lac" 8572 213310  52055
 47.9953  3.5096  4.36 " 35Sig Per" 1052  21552  38890
 86.5864 17.5369  4.36 " 23Del UMi" 6789 166205   2937
-12.9414  5.2205  4.36 "  4Kap Lep" 1705  33949 150239
-35.2833  5.9589  4.36 "   Gam Col" 2106  40494 196352
-41.1797 14.1008  4.36 "   Chi Cen" 5285 122980 224673
-57.4631  0.7226  4.36 "   Eta Phe"  191   4150 232162
-61.4939 18.3871  4.36 "   Xi  Pav" 6855 168339 254226
  8.8467  2.2167  4.37 " 65Xi 1Cet"  649  13611 110408
  9.9975 10.1318  4.37 " 31    Leo" 3980  87837  98964
 17.4761 19.6841  4.37 "  6Bet Sge" 7488 185958 105133
 18.0139 19.6683  4.37 "  5Alp Sge" 7479 185758 105120
 29.3117  0.6426  4.37 " 30Eps And"  163   3546  74164
-17.0542  6.9356  4.37 " 20Iot CMa" 2596  51309 152126
-35.1406  6.2759  4.37 "   Kap Col" 2256  43785 196643
-35.2764 19.9956  4.37 "   The1Sgr" 7623 189103 211716
-37.8183 23.5495  4.37 "   Bet Scl" 8937 221507 214615
-62.9581  0.5258  4.37 "   Bet1Tuc"  126   2884 248201
 -5.5389 13.1658  4.38 " 51The Vir" 4963 114330 139189
 10.1653 16.9001  4.38 " 25Iot Oph" 6281 152614 102458
 18.5944  5.5369  4.38 "119    Tau" 1845  36389  94628
  2.3344  8.0377  4.39 "          " 3145  66141 116260
 -5.4528  4.8816  4.39 " 61Ome Eri" 1560  31109 131568
 -9.1825 23.2984  4.39 " 93Psi2Aqr" 8858 219688 146620
 39.1461 19.2293  4.39 " 20Eta Lyr" 7298 180163  68010
 77.7114 20.1481  4.39 "  1Kap Cep" 7750 192907   9665
-20.6419 23.4341  4.39 " 99    Aqr" 8906 220704 191900
-21.1128 17.3501  4.39 " 40Xi  Oph" 6445 156897 185296
-42.2258 11.0026  4.39 "          " 4293  95370 222487
-52.9756  6.5829  4.39 "          " 2435  47306 234589
-53.4497 21.3311  4.39 "   The Ind" 8140 202730 246965
  2.0914 15.0483  4.40 "110    Vir" 5601 133165 120809
 23.4042 23.4230  4.40 " 68Ups Peg" 8905 220657  91253
-19.2450  8.1504  4.40 " 16    Pup" 3192  67797 153890
-24.9542  7.3118  4.40 " 30Tau CMa" 2782  57061 173446
-53.6222  6.8309  4.40 "          " 2554  50337 234737
-54.9925 21.9653  4.40 "   Del Ind" 8368 208450 247244
  9.4894  5.5803  4.41 " 37Phi1Ori" 1876  36822 112914
 -6.0142  0.0327  4.41 " 30    Psc" 9089 224935 147042
 20.2761  5.9064  4.41 " 54Chi1Ori" 2047  39587  77705
 26.1106 17.5123  4.41 " 76Lam Her" 6526 158899  85163
 30.1894 17.9751  4.41 " 94Nu  Her" 6707 164136  66524
 30.2453  7.1857  4.41 " 46Tau Gem" 2697  54719  59858
 31.5292 11.3031  4.41 " 53Xi  UMa" 4375  98231  62484
